OBJECTID,API,WellName,ZoneStatus,YearDrilled,DateSpud,CompletedDate,ProducingL,ProposedGI,FirstProdD,WellboreSt,SpudReleas,Operator,FieldName,FormationN,Elevation,TD,MD,HasIP,BEG_Core,BEG_Logs,HasCoreRep,HasLogs,HasMudLog,HasResisti,HasPorosit,HasSonic,HasDipMete,HasGammaRa,HasGR_SP,HasDirecti,HasDrillin,HasComplet,HasW1,HasW2,HasHz,IPBBLOil,IPMCFGas,IPBBLWater,PerfTop,PerfBottom,Tops,WebDetailL,CoreReport,LogsLink,Directiona,DrillingLi,Completion,W1Link,DateEffect,W2Link,Cumulative,Cumulati_1,County,BlockNbr,SectionNbr,Direction,Latitude,Longitude
8955,4200341686,"ANDREWS UNIVERSITY ""36"" - 1",Downhole Commingle,2010,8/10/2010,11/2/2010,,,00000000,OIL,,THRONE PETROLEUM RESOURCES LLC,MAGUTEX,STRAWN,3044,11253,,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,,,,10933,11050,,http://utlands.utsystem.edu/API/4200341686,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41686/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341686/306342,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341686/279542,5/11/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341686/292911,7922,35769,Andrews,04,36,660  FNL & 2173 FEL,32.422462463378900,-102.403121948242000
8956,4200341689,BLOCK 10 FUHRMAN MASCHO UNIT - 2601,Producing,2010,8/9/2010,9/30/2010,,,9/30/2010,OIL,,"SABINAL ENERGY OPERATING, LLC",FUHRMAN-MASCHO,,3207,4886,,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,67,0,295,4286,4530,,http://utlands.utsystem.edu/API/4200341689,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41689/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341689/293876,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341689/280066,5/13/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341689/292631,2031,1607,Andrews,10,26,1191  FNL & 2258 FWL,32.150020599365200,-102.656402587890000
8957,4200341700,"UNIVERSITY ""6-33"" - 2",Shut In,2010,6/10/2010,8/21/2010,,,8/21/2010,SIO,,DIAMONDBACK E&P LLC,TREND AREA,SPRABERRY,2985,11450,,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,N,19,12,125,7450,10770,,http://utlands.utsystem.edu/API/4200341700,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41700/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341700/294194,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341700/279895,5/18/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341700/411573,24521,30751,Andrews,06,33,2176  FNL & 564 FEL,32.467929840087800,-102.251441955566000
8958,4200341700,"UNIVERSITY ""6-33"" - 2",Shut In,2010,6/10/2010,8/21/2010,,,8/21/2010,SIO,,DIAMONDBACK E&P LLC,TREND AREA,SPRABERRY,2985,11450,,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,N,19,12,125,7450,11170,,http://utlands.utsystem.edu/API/4200341700,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41700/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341700/294194,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341700/279895,5/18/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341700/411573,24521,30751,Andrews,06,33,2176  FNL & 564 FEL,32.467929840087800,-102.251441955566000
8959,4200341701,"UNIVERSITY ""6-24"" - 3",Producing,2010,7/3/2010,10/24/2010,,,10/24/2010,OIL,,DIAMONDBACK E&P LLC,TREND AREA,SPRABERRY,2992,11395,,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,N,5,2,178,7640,10925,,http://utlands.utsystem.edu/API/4200341701,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41701/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341701/298296,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341701/296839,12/2/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341701/415651,32084,41072,Andrews,06,24,2056  FNL & 569 FEL,32.482257843017500,-102.256011962890000
8960,4200341701,"UNIVERSITY ""6-24"" - 3",Downhole Commingle,2010,7/3/2010,10/24/2010,,,00000000,OIL,,DIAMONDBACK E&P LLC,"BREEDLOVE, SOUTH",STRAWN,2992,11395,,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,N,,,,11040,11045,,http://utlands.utsystem.edu/API/4200341701,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41701/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341701/298296,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341701/296839,12/2/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341701/415651,32084,41072,Andrews,06,24,2056  FNL & 569 FEL,32.482257843017500,-102.256011962890000
8961,4200341703,"UNIVERSITY ""6-46"" - 2",Producing,2010,9/18/2010,12/2/2010,,,12/2/2010,OIL,,DIAMONDBACK E&P LLC,TREND AREA,SPRABERRY,2951,0,,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,N,59,46,7,7170,10975,,http://utlands.utsystem.edu/API/4200341703,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41703/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341703/297987,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341703/279922,5/18/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341703/413170,59711,83000,Andrews,06,46,467  FNL & 513 FWL,32.445209503173800,-102.240608215332000
8962,4200341704,"UNIVERSITY ""6-46"" - 3",Shut In,2010,12/17/2010,1/25/2011,,,1/25/2011,SIO,,DIAMONDBACK E&P LLC,TREND AREA,SPRABERRY,2959,11200,,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,N,85,85,269,7130,10965,,http://utlands.utsystem.edu/API/4200341704,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41704/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341704/304893,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341704/279925,5/18/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341704/304178,36096,54083,Andrews,06,46,2173  FSL & 471 FEL,32.441272735595700,-102.224937438964000
8963,4200341705,"ANDREWS UNIVERSITY ""21"" - 12",Producing,2011,2/8/2011,6/9/2011,,,6/9/2011,OIL,,THRONE PETROLEUM RESOURCES LLC,TREND AREA,SPRABERRY,3033,11430,,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,72,4,110,7591,10968,,http://utlands.utsystem.edu/API/4200341705,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41705/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341705/324106,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341705/281943,6/23/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341705/323952,22297,92943,Andrews,05,21,660  FNL & 2180 FWL,32.461277008056600,-102.365036010742000
8964,4200341705,"ANDREWS UNIVERSITY ""21"" - 12",Downhole Commingle,2011,2/8/2011,6/9/2011,,,00000000,OIL,,THRONE PETROLEUM RESOURCES LLC,MAGUTEX,STRAWN,3033,11430,,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,,,,11071,11227,,http://utlands.utsystem.edu/API/4200341705,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41705/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341705/324106,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341705/281943,6/23/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341705/323952,22297,92943,Andrews,05,21,660  FNL & 2180 FWL,32.461277008056600,-102.365036010742000
8965,4200341708,"ANDREWS UNIVERSITY ""21"" - 10",Producing,2011,3/1/2011,7/20/2011,,,7/20/2011,OIL,,THRONE PETROLEUM RESOURCES LLC,TREND AREA,SPRABERRY,3024,11402,,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,57,31,142,7410,11203,,http://utlands.utsystem.edu/API/4200341708,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41708/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341708/332059,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341708/281984,6/23/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341708/331469,21940,92927,Andrews,05,21,970  FSL & 2320 FWL,32.451564788818300,-102.361701965332000
8966,4200341708,"ANDREWS UNIVERSITY ""21"" - 10",Downhole Commingle,2011,3/1/2011,7/20/2011,,,00000000,OIL,,THRONE PETROLEUM RESOURCES LLC,MAGUTEX,STRAWN,3024,11402,,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,,,,7410,11203,,http://utlands.utsystem.edu/API/4200341708,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41708/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341708/332059,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341708/281984,6/23/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341708/331469,21940,92927,Andrews,05,21,970  FSL & 2320 FWL,32.451564788818300,-102.361701965332000
8967,4200341710,"ANDREWS UNIVERSITY ""21"" - 9",Producing,2010,8/19/2010,12/4/2010,,,12/4/2010,OIL,,THRONE PETROLEUM RESOURCES LLC,TREND AREA,SPRABERRY,3009,11427,,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,33,28,151,7400,10924,,http://utlands.utsystem.edu/API/4200341710,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41710/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341710/322501,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341710/279817,5/18/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341710/322224,27715,97816,Andrews,05,21,660  FSL & 660 FWL,32.449680328369100,-102.366439819335000
8968,4200341710,"ANDREWS UNIVERSITY ""21"" - 9",Downhole Commingle,2010,8/19/2010,12/4/2010,,,00000000,OIL,,THRONE PETROLEUM RESOURCES LLC,MAGUTEX,STRAWN,3009,11427,,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,,,,11060,11218,,http://utlands.utsystem.edu/API/4200341710,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41710/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341710/322501,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341710/279817,5/18/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341710/322224,27715,97816,Andrews,05,21,660  FSL & 660 FWL,32.449680328369100,-102.366439819335000
8969,4200341716,SOUTH FUHRMAN MASCHO UNIT - 8108,Producing,2010,6/17/2010,7/20/2010,,,7/20/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",FUHRMAN-MASCHO,,3243,4782,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,79,99,80,4364,4618,,http://utlands.utsystem.edu/API/4200341716,,ftp://publicftp.utlands.utsystem.eduScannedLogs/003_Andrews/41716/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341716/300747,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341716/280024,5/20/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341716/300607,16900,19623,Andrews,10,08,1183  FSL & 2367 FEL,32.173336029052700,-102.715774536132000
8970,4200341717,SOUTH FUHRMAN MASCHO UNIT - 8107,Producing,2010,6/13/2010,7/15/2010,,,7/15/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",FUHRMAN-MASCHO,,3243,4760,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,132,48,97,4385,4588,,http://utlands.utsystem.edu/API/4200341717,,ftp://publicftp.utlands.utsystem.eduScannedLogs/003_Andrews/41717/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341717/300746,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341717/280025,5/20/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341717/300604,16900,19623,Andrews,10,08,338  FSL & 2367 FEL,32.171119689941400,-102.714813232421000
8971,4200341720,SHAFTER LAKE SAN ANDRES UNIT - 608H,Producing,2010,5/30/2010,7/3/2010,2851,2851,7/3/2010,OIL,,APACHE CORPORATION,SHAFTER LAKE,SAN ANDRES,3187,4493,8169,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,91,28,1186,4784,7635,,http://utlands.utsystem.edu/API/4200341720,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41720/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341720/288427,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341720/343225,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341720/280336,5/21/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341720/287689,907126,274925,Andrews,14,07,660  FSL & 1980 FWL,32.342025756835900,-102.636009216308000
8972,4200341727,SOUTH FUHRMAN MASCHO UNIT - 1786,Producing,2010,7/27/2010,8/21/2010,,,8/21/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",FUHRMAN-MASCHO,,3238,4804,,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,98,69,199,4384,4619,,http://utlands.utsystem.edu/API/4200341727,,ftp://publicftp.utlands.utsystem.eduScannedLogs/003_Andrews/41727/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341727/301013,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341727/280324,5/28/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341727/300548,6711,7787,Andrews,10,17,1020  FNL & 1686 FEL,32.168003082275300,-102.711769104003000
8973,4200341731,"UNIVERSITY ""13-46"" - 14",Producing,2010,6/21/2010,7/15/2010,,,7/15/2010,OIL,,"AVALON TX OPERATING, LLC",FUHRMAN-MASCHO,,3251,4894,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,88,5,177,4515,4727,,http://utlands.utsystem.edu/API/4200341731,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341731/299100,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341731/280276,5/28/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341731/294665,8316,3190,Andrews,13,46,990  FNL & 330 FEL,32.330303192138600,-102.728828430175000
8974,4200341737,"PHILLIPS UNIVERSITY ""15-11"" - 7",Producing,2010,10/10/2010,11/22/2010,,,11/22/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",MARTIN,CONSOLIDATED,3336,8615,,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,203,100,441,8326,8425,,http://utlands.utsystem.edu/API/4200341737,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41737/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341737/299271,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341737/280316,6/1/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341737/476730,57108,159197,Andrews,11,15,1005  FSL & 1652 FEL,32.142955780029200,-102.776237487792000
8975,4200341737,"PHILLIPS UNIVERSITY ""15-11"" - 7",Producing,2010,10/10/2010,11/22/2010,,,11/22/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",MARTIN,CONSOLIDATED,3336,8615,,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,203,100,441,6264,7992,,http://utlands.utsystem.edu/API/4200341737,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41737/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341737/299271,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341737/280316,6/1/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341737/476730,57108,159197,Andrews,11,15,1005  FSL & 1652 FEL,32.142955780029200,-102.776237487792000
8976,4200341738,"UNIVERSITY ""6-23"" - 6",Shut In,2010,6/28/2010,8/31/2010,,,8/31/2010,SIO,,DIAMONDBACK E&P LLC,TREND AREA,SPRABERRY,2996,11303,,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,N,23,7,186,7480,10986,,http://utlands.utsystem.edu/API/4200341738,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41738/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341738/304258,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341738/280598,6/3/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341738/415781,11035,15652,Andrews,06,23,1565  FSL & 740 FEL,32.473957061767500,-102.271682739257000
8977,4200341739,"UNIVERSITY ""7-3"" - 2",Producing,2010,8/6/2010,9/25/2010,,,9/25/2010,OIL,,DIAMONDBACK E&P LLC,TREND AREA,SPRABERRY,2948,11204,,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,N,58,43,8,7360,10925,,http://utlands.utsystem.edu/API/4200341739,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41739/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341739/298299,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341739/280602,6/3/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341739/413593,124162,218721,Andrews,07,03,467  FNL & 467 FWL,32.434936523437500,-102.219779968261000
8978,4200341740,PRAIRIE SCHOONER UNIVERSITY - 4,Producing,2010,7/30/2010,10/3/2010,,,10/3/2010,OIL,,"BURLESON PETROLEUM, INC.",FULLERTON,,3274,8340,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,85,35,220,7912,8196,,http://utlands.utsystem.edu/API/4200341740,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341740/286776,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341740/280809,6/7/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341740/291872,38406,89007,Andrews,13,29,2174  FSL & 2053 FWL,32.356491088867100,-102.782890319824000
8979,4200341743,"UNIVERSITY ""47A"" - 9",Producing,2010,6/30/2010,8/6/2010,,,8/6/2010,OIL,,"AVALON TX OPERATING, LLC",FUHRMAN-MASCHO,,3235,4835,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,68,6,251,4497,4710,,http://utlands.utsystem.edu/API/4200341743,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341743/293897,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341743/280819,6/7/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341743/292389,10674,4816,Andrews,13,47,1650  FSL & 1320 FEL,32.326519012451100,-102.713119506835000
8980,4200341744,"UNIVERSITY ""A"" - 17",Producing,2010,9/19/2010,11/1/2010,,,11/1/2010,OIL,,STEPHENS & JOHNSON OPERATING CO.,FULLERTON,,3289,7220,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,70,80,150,6865,7082,,http://utlands.utsystem.edu/API/4200341744,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341744/292992,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341744/280791,6/7/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341744/294220,20700,49929,Andrews,13,21,1380  FNL & 2000 FEL,32.380104064941400,-102.768806457519000
8981,4200341755,"UNIVERSITY CONSOLIDATED ""XII"" - 4506",Producing,2010,9/26/2010,10/30/2010,,,10/30/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",FUHRMAN-MASCHO,,3256,4913,,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,67,43,169,4459,4708,,http://utlands.utsystem.edu/API/4200341755,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41755/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341755/299099,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341755/281132,6/10/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341755/294664,21585,21025,Andrews,13,45,250  FSL & 1980 FEL,32.314285278320300,-102.746841430664000
8982,4200341756,"UNIVERSITY CONSOLIDATED ""XII"" - 4507",Producing,2010,7/28/2010,9/13/2010,,,9/13/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",FUHRMAN-MASCHO,,3251,4931,,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,62,6,847,4470,4696,,http://utlands.utsystem.edu/API/4200341756,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41756/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341756/285512,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341756/281139,6/10/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341756/292387,22250,21205,Andrews,13,45,2500  FSL & 330 FEL,32.321491241455000,-102.743690490722000
8983,4200341757,"UNIVERSITY CONSOLIDATED ""XII"" - 4509",Producing,2010,9/21/2010,11/3/2010,,,11/3/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",FUHRMAN-MASCHO,,3265,4850,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,48,61,196,4427,4595,,http://utlands.utsystem.edu/API/4200341757,,ftp://publicftp.utlands.utsystem.eduScannedLogs/003_Andrews/41757/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341757/299101,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341757/281138,6/10/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341757/295433,21025,20783,Andrews,13,45,2350  FSL & 2500 FWL,32.319225311279200,-102.751197814941000
8984,4200341758,"UNIVERSITY CONSOLIDATED ""XII"" - 4510",Producing,2010,8/5/2010,9/8/2010,,,9/8/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",FUHRMAN-MASCHO,,3277,4883,,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,125,60,439,4460,4686,,http://utlands.utsystem.edu/API/4200341758,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41758/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341758/298016,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341758/281135,6/10/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341758/292388,15001,18465,Andrews,13,45,1720  FNL & 2314 FWL,32.322353363037100,-102.752861022949000
8985,4200341759,"UNIVERSITY CONSOLIDATED ""XII"" - 4603",Producing,2010,8/12/2010,9/20/2010,,,9/20/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",FUHRMAN-MASCHO,,3247,4890,,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,125,70,321,4494,4698,,http://utlands.utsystem.edu/API/4200341759,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41759/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341759/299102,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341759/281137,6/10/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341759/295434,19143,18613,Andrews,13,46,330  FSL & 330 FWL,32.316253662109300,-102.739723205566000
8986,4200341760,"UNIVERSITY CONSOLIDATED ""XII"" - 4604",Producing,2010,8/20/2010,9/19/2010,,,9/19/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",FUHRMAN-MASCHO,,3244,4910,,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,145,39,137,4472,4662,,http://utlands.utsystem.edu/API/4200341760,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41760/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341760/295446,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341760/281133,6/10/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341760/293912,19143,18613,Andrews,13,46,330  FSL & 1659 FWL,32.317260742187500,-102.735588073730000
8987,4200341761,"UNIVERSITY CONSOLIDATED ""XII"" - 4605",Producing,2010,8/25/2010,9/29/2010,,,9/29/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",FUHRMAN-MASCHO,,3247,4892,,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,133,48,433,4470,4652,,http://utlands.utsystem.edu/API/4200341761,,ftp://publicftp.utlands.utsystem.eduScannedLogs/003_Andrews/41761/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341761/299089,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341761/281136,6/10/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341761/294643,19143,18613,Andrews,13,46,1638  FSL & 963 FWL,32.320194244384700,-102.738906860351000
8988,4200341762,"UNIVERSITY CONSOLIDATED ""XII"" - 4606",Producing,2010,8/31/2010,10/6/2010,,,10/6/2010,OIL,,"SHERIDAN PRODUCTION COMPANY, LLC",FUHRMAN-MASCHO,,3254,4900,,Y,N,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,35,2,199,4477,4641,,http://utlands.utsystem.edu/API/4200341762,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/41762/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341762/297115,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341762/281131,6/10/2010,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200341762/294656,18724,18578,Andrews,13,46,2408  FNL & 330 FWL,32.323040008544900,-102.741981506347000
